City,Latitude,Longitude,Severity
Kharagpur,22.33086924520176,87.22187458857289,4
Kharagpur,22.325538582228337,87.31462702487654,3
Kharagpur,22.26887478951193,87.24228304651292,1
Kharagpur,22.314470951720754,87.33613520641686,5
Kharagpur,22.315826323700936,87.24432334355349,3
Kharagpur,22.373681567928898,87.33233710798885,2
Kharagpur,22.36789409337844,87.266076892692,4
Kharagpur,22.29509318146682,87.21493562435953,1
Kharagpur,22.270019981319443,87.30646939919089,3
Kharagpur,22.376561184413486,87.33894769404455,2
Kharagpur,22.37114881650533,87.23409150509983,2
Kharagpur,22.278568912285106,87.28450819213718,3
Kharagpur,22.31438911906158,87.32049777155687,3
Kharagpur,22.345670051203392,87.33603881783648,2
Kharagpur,22.346825615196316,87.25020372132646,3
Kharagpur,22.396493499057733,87.20216289356335,4
Kharagpur,22.38147551567828,87.20502667861139,1
Kharagpur,22.34879329076839,87.31771586947995,1
Kharagpur,22.382814929886603,87.25871949943144,4
Kharagpur,22.304597743659095,87.30240072214569,3
Kharagpur,22.33431943966585,87.30639545489112,3
Kharagpur,22.292804682156728,87.26675121905453,2
Kharagpur,22.30404204740215,87.278621382098,4
Kharagpur,22.25214659810241,87.28251572180488,4
Kharagpur,22.26425662223472,87.28043832935063,2
Kharagpur,22.33055055192243,87.28652530456252,4
Kharagpur,22.270442155851264,87.22263965488132,5
Kharagpur,22.36948101453361,87.2583988018539,1
Kharagpur,22.27638311053372,87.26587075508301,3
Kharagpur,22.376974803254704,87.25920460427925,5
Kharagpur,22.392619879923902,87.29987045493237,4
Kharagpur,22.34310036212386,87.26206479955877,3
Kharagpur,22.262170509747303,87.30239966840892,2
Kharagpur,22.367659940141113,87.20446350578659,3
Kharagpur,22.33168818567371,87.2980394487024,1
Kharagpur,22.321111913646682,87.25460588231778,4
Kharagpur,22.322205197496054,87.20659202114906,1
Kharagpur,22.284800722784603,87.30191919895854,2
Kharagpur,22.3774522953921,87.25469319389289,5
Kharagpur,22.25446781138349,87.27223446370655,1
Kharagpur,22.299481803545213,87.32928569883262,4
Kharagpur,22.29034346401666,87.26572329241662,2
Kharagpur,22.271182422477924,87.30623995589136,1
Kharagpur,22.255092218650514,87.29395287963733,1
Kharagpur,22.361863390386276,87.24681938778167,5
Kharagpur,22.362970130572513,87.224332448618,3
Kharagpur,22.37856388302073,87.27963462053269,5
Kharagpur,22.390212214097048,87.28983588342625,2
Kharagpur,22.393791154134803,87.26823464763046,5
Kharagpur,22.27902808993259,87.33106229259286,1
Kharagpur,22.39944267615472,87.27747427532734,4
Kharagpur,22.34149463063604,87.33859640683205,4
Kharagpur,22.34168255383817,87.2460371357325,2
Kharagpur,22.273056621880734,87.30390264350848,2
Kharagpur,22.357757218796806,87.32652400284869,4
Kharagpur,22.295145064830937,87.26265373538979,2
Kharagpur,22.308186734982993,87.33957535411248,1
Kharagpur,22.28518716309861,87.20480069601977,1
Kharagpur,22.386302139753056,87.25084536802956,1
Kharagpur,22.301586916100575,87.3488107326197,1
Kharagpur,22.38774260424401,87.33295195950213,4
Kharagpur,22.377950297066327,87.21411333380537,1
Kharagpur,22.321706198468853,87.32688242263846,2
Kharagpur,22.259289358513385,87.2304715679891,1
Kharagpur,22.34876247014743,87.27874453733543,5
Kharagpur,22.38780542909693,87.20436577257423,1
Kharagpur,22.296188759124792,87.21643584856993,1
Kharagpur,22.346098099903564,87.2983595683533,5
Kharagpur,22.343745156742234,87.2929717068271,1
Kharagpur,22.2600510661475,87.2305461920246,3
Kharagpur,22.307152607690224,87.32994271914815,4
Kharagpur,22.27899490051449,87.22041233480181,1
Kharagpur,22.33685250476323,87.3006547341126,5
Kharagpur,22.33569782279897,87.2652905562181,5
Kharagpur,22.255882542341727,87.30962441493723,3
Kharagpur,22.263872199316573,87.26702341483285,2
Kharagpur,22.39125342932859,87.28483810395309,2
Kharagpur,22.271160498105782,87.22810322720242,5
Kharagpur,22.31694489044784,87.28444879239356,2
Kharagpur,22.353655417135563,87.33495519726762,3
Kharagpur,22.264730188336376,87.21472429828079,4
Kharagpur,22.2679883930901,87.33269336674779,4
Kharagpur,22.259665827314553,87.32342837846785,4
Kharagpur,22.290233826227347,87.25197872819147,3
Kharagpur,22.26957200079216,87.31971500766383,1
Kharagpur,22.28556022500935,87.28972972431951,4
Kharagpur,22.26743366509052,87.25708031551035,5
Kharagpur,22.281098128100542,87.25465364944822,3
Kharagpur,22.347265635084256,87.20771529549111,2
Kharagpur,22.340471784348995,87.26220041825489,2
Kharagpur,22.31251789302236,87.30598430087367,1
Kharagpur,22.34660413825177,87.33691092842484,4
Kharagpur,22.305021268937796,87.20275266485058,4
Kharagpur,22.29121456918717,87.32156230817397,1
Kharagpur,22.347616012432294,87.22908941256676,3
Kharagpur,22.380411225286736,87.23449931392949,1
Kharagpur,22.293214926311094,87.22818435800383,2
Kharagpur,22.34692198765395,87.31893688005826,4
Kharagpur,22.342293563216302,87.27440108605713,1
Kharagpur,22.301852346192888,87.29253497381853,1
Kharagpur,22.39659680627342,87.2310947300661,2
Kharagpur,22.27241579570639,87.31061830355296,1
Kharagpur,22.277699853257428,87.31365201642899,1
Kharagpur,22.321977538524873,87.2297209058808,2
Kharagpur,22.37028987705283,87.20268541504109,5
Kharagpur,22.26935774057593,87.20811096952048,2
Kharagpur,22.398432544166884,87.31615350175863,3
Kharagpur,22.370104743547586,87.23029408572226,4
Kharagpur,22.308982330908368,87.26570248278455,4
Kharagpur,22.36901385750571,87.23861559206408,3
Kharagpur,22.34202294728096,87.26278066030478,1
Kharagpur,22.38208172062608,87.2893217628472,4
Kharagpur,22.251427715983247,87.29777293539514,4
Kharagpur,22.324001924970425,87.28002229557868,2
Kharagpur,22.33053296998535,87.33927896402406,2
Kharagpur,22.369259840366688,87.31169754896037,2
Kharagpur,22.378613606814316,87.2102542646056,2
Kharagpur,22.37864161166513,87.20414726777501,2
Kharagpur,22.391276068039996,87.21363274905306,5
Kharagpur,22.343982697149215,87.23960508175277,4
Kharagpur,22.368233425871182,87.25288761577985,5
Kharagpur,22.28082714997801,87.24748881917225,1
Kharagpur,22.33662114838053,87.28244102758757,2
Kharagpur,22.32249271745393,87.32355657300207,2
Kharagpur,22.297302161041777,87.2995792557849,5
Kharagpur,22.287046301317684,87.29210785206644,3
Kharagpur,22.388150346624876,87.25193922904401,5
Kharagpur,22.3008318459948,87.34463550656477,4
Kharagpur,22.318612970889408,87.20036224809155,1
Kharagpur,22.2925311817613,87.29554395888516,5
Kharagpur,22.267914264549677,87.20891073799551,4
Kharagpur,22.257601090393752,87.26624176396042,1
Kharagpur,22.34019654279031,87.25213825247056,3
Kharagpur,22.260886739528097,87.3082587403429,1
Kharagpur,22.291268207017257,87.20733439707735,5
Kharagpur,22.344964278305536,87.34095753087453,4
Kharagpur,22.334521220638145,87.33926986668472,4
Kharagpur,22.33274111755477,87.32209386484799,5
Kharagpur,22.327891163013685,87.22576222665789,2
Kharagpur,22.3497921419145,87.29294111559713,1
Kharagpur,22.315618881240457,87.33511406766458,5
Kharagpur,22.3885682673594,87.33165592367048,4
Kharagpur,22.34639076235331,87.25774717442953,1
Kharagpur,22.396518117355885,87.2195525164268,5
Kharagpur,22.394475851446284,87.30438320815314,2
Kharagpur,22.399661553421375,87.25204453284327,1
Kharagpur,22.387110034725854,87.34206062311793,1
Kharagpur,22.388701487094043,87.27211712846876,4
Kharagpur,22.316189863258487,87.23395523145447,5
Kharagpur,22.368276407234134,87.32487882010568,5
Kharagpur,22.367730840442086,87.31340656529164,1
Kharagpur,22.29302646712962,87.31243087061404,2
Kharagpur,22.330677270255745,87.3083772034428,5
Kharagpur,22.284877498134584,87.33268962036989,1
Kharagpur,22.30761655889889,87.3081113806596,5
Kharagpur,22.373960140186448,87.2057655901153,3
Kharagpur,22.293880785137866,87.2479610905157,2
Kharagpur,22.384665453115748,87.26013225890456,1
Kharagpur,22.344205481018914,87.32181288219627,5
Kharagpur,22.338298042295374,87.3326158483813,5
Kharagpur,22.38623619205668,87.26070848068058,2
Kharagpur,22.282680037856082,87.33463333803381,1
Kharagpur,22.3486477002605,87.33159306157229,4
Kharagpur,22.389354649108896,87.28210328187525,4
Kharagpur,22.305773683124393,87.26490305993173,1
Kharagpur,22.319936435800162,87.2589878960662,5
Kharagpur,22.371545876661596,87.2901315600653,4
Kharagpur,22.306126471275842,87.23340075463366,4
Kharagpur,22.304218224917573,87.28361704898902,1
Kharagpur,22.39864838107886,87.22098353217285,2
Kharagpur,22.37329903007557,87.29731455524626,1
Kharagpur,22.394150814247844,87.20486651776089,5
Kharagpur,22.333990585223265,87.26961614869046,1
Kharagpur,22.389537862717734,87.29050587839286,2
Kharagpur,22.319230419950642,87.32802476814317,1
Kharagpur,22.325310444174256,87.32387597837301,3
Kharagpur,22.38964566941543,87.29851253400986,3
Kharagpur,22.34426986324144,87.22899781077157,2
Kharagpur,22.289720286813644,87.22744801523645,4
Kharagpur,22.260828145711443,87.21971464894455,2
Kharagpur,22.36319836275613,87.21560143765083,5
Kharagpur,22.359800461584168,87.26332276884658,5
Kharagpur,22.356472884431152,87.24999427766566,4
Kharagpur,22.35114169101318,87.28525148421234,3
Kharagpur,22.347281895577144,87.23604152245709,2
Kharagpur,22.358533094261958,87.200791853657,2
Kharagpur,22.250005148223565,87.25883941996511,3
Kharagpur,22.31962107888939,87.20446983330751,5
Kharagpur,22.275913941136587,87.22423982178233,2
Kharagpur,22.27717871375433,87.2094370776533,5
Kharagpur,22.37637031570429,87.31817029776414,1
Kharagpur,22.383772753131353,87.27107981721682,4
Kharagpur,22.30435516660279,87.23524966256954,4
Kharagpur,22.296262246663055,87.25537640107646,2
Kharagpur,22.314436819620976,87.2409331994437,2
Kharagpur,22.26606983004429,87.28819539755723,1
Kharagpur,22.320840871309247,87.297168131322,3
Kharagpur,22.28698112527324,87.2649769319228,5
Kharagpur,22.26855386168761,87.31435376163525,1
Kharagpur,22.317202151276913,87.20143885555714,1
Kharagpur,22.3643587523454,87.30747063548304,4
Kharagpur,22.35978454946481,87.28382817465855,5
Kharagpur,22.27461982207382,87.22125853697206,2
Kharagpur,22.386678216803293,87.29646180763196,2
Kharagpur,22.30598169208902,87.20305103949141,1
Kharagpur,22.39581550283524,87.25878510801512,2
Kharagpur,22.33247075421612,87.230760899919,5
Kharagpur,22.329840020599534,87.25567028708451,2
Kharagpur,22.36046079021701,87.2415893611085,5
Kharagpur,22.256057429766848,87.30405263435345,1
Kharagpur,22.259788289543657,87.25326482049654,2
Kharagpur,22.27919294359474,87.34258595565227,1
Kharagpur,22.351869477601728,87.24168205209425,4
Kharagpur,22.333135546448847,87.26940949380592,1
Kharagpur,22.252128719414458,87.23252393053066,5
Kharagpur,22.33111054382579,87.21071586421247,5
Kharagpur,22.361408401861066,87.31423138567361,2
Kharagpur,22.320448566654942,87.22841619036001,3
Kharagpur,22.31299976419161,87.25635789413069,4
Kharagpur,22.348658560099892,87.34761898897797,2
Kharagpur,22.284448309045565,87.31815171298351,5
Kharagpur,22.258821168892624,87.2109318102246,2
Kharagpur,22.384586265979205,87.2718850410239,5
Kharagpur,22.3807856628232,87.20880868125013,3
Kharagpur,22.28846107374772,87.3268362602319,3
Kharagpur,22.285735219971404,87.3196461280174,3
Kharagpur,22.27979136983607,87.24170417598636,4
Kharagpur,22.287779200187384,87.28210621470363,4
Kharagpur,22.373510202663745,87.23663907219904,5
Kharagpur,22.314205102677487,87.31081299627446,2
Kharagpur,22.39309351210183,87.31166129111419,2
Kharagpur,22.39532648314008,87.22928255143823,1
Kharagpur,22.328534091488525,87.3360917739676,3
Kharagpur,22.263116765860573,87.25142609631968,2
Kharagpur,22.31587056877111,87.32296335864646,1
Kharagpur,22.285911474180956,87.30173838990969,1
Kharagpur,22.311071177383358,87.34501640716665,1
Kharagpur,22.367639250748905,87.2367853817294,5
Kharagpur,22.369455322698183,87.28371553614087,5
Kharagpur,22.27653735721536,87.26312329163045,2
Kharagpur,22.335192703489817,87.22139725212611,1
Kharagpur,22.33780556316329,87.26146616632913,2
Kharagpur,22.268082970455954,87.28881436963644,2
Kharagpur,22.33470979492207,87.26010924832907,4
Kharagpur,22.39123048317622,87.33014456984439,5
Kharagpur,22.321064580873376,87.20669909164882,2
Kharagpur,22.343781297171827,87.2124671599037,3
Kharagpur,22.311657310895892,87.34025608039326,3
Kharagpur,22.371592191268103,87.21396714950545,2
Kharagpur,22.38396488272349,87.21292032879428,4
Kharagpur,22.28694704834594,87.30053595530043,4
Kharagpur,22.36149250221063,87.29563447339365,3
Kharagpur,22.33432566048851,87.26069187150196,5
Kharagpur,22.28008286097832,87.24700057309943,2
Kharagpur,22.269495753885714,87.26716260458564,5
Kharagpur,22.310786476740866,87.30497131020385,4
Kharagpur,22.342277074171566,87.30371429354399,3
Kharagpur,22.28279257898625,87.34187664659709,1
Kharagpur,22.282695696545456,87.33261781853642,1
Kharagpur,22.352639417907444,87.22198861879016,3
Kharagpur,22.340258637865183,87.21565063615665,3
Kharagpur,22.383464009447227,87.20872321353947,1
Kharagpur,22.314296501000495,87.23558058859987,1
Kharagpur,22.352540141984644,87.21018571418135,3
Kharagpur,22.377303610314513,87.30365796505468,2
Kharagpur,22.28111060072593,87.30086017460391,5
Kharagpur,22.336449321334875,87.30842417490892,4
Kharagpur,22.34055947302395,87.29963350635178,5
Kharagpur,22.30460900428379,87.22010059421942,3
Kharagpur,22.254967711287676,87.22108986626378,1
Kharagpur,22.2866396296087,87.31694627043373,2
Kharagpur,22.32113222600516,87.3346115126725,4
Kharagpur,22.31688224279324,87.34543456062251,2
Kharagpur,22.301924529964715,87.21163124321,2
Kharagpur,22.309991593955004,87.23642079654132,2
Kharagpur,22.284627913709517,87.26982203171318,1
Kharagpur,22.27164861646829,87.33506751000846,3
Kharagpur,22.351520165820585,87.29019526673193,1
Kharagpur,22.259742263490395,87.20651857482486,4
Kharagpur,22.25993539020459,87.32616630879919,2
Kharagpur,22.362792823253862,87.22919698637082,3
Kharagpur,22.262598659416017,87.30410246320355,3
Kharagpur,22.367445379223277,87.34599625650135,5
Kharagpur,22.291295270559402,87.28606131579467,3
Kharagpur,22.330326176546233,87.23198466204826,1
Kharagpur,22.374377823747068,87.33452403158803,2
Kharagpur,22.340192715454915,87.32192303653716,1
Kharagpur,22.363892862498655,87.34993158943787,3
Kharagpur,22.35821726054921,87.28779068413192,5
Kharagpur,22.364814151334294,87.34514934733316,4
Kharagpur,22.3061025844271,87.29042265700848,5
Kharagpur,22.293690976398707,87.32759925673044,5
Kharagpur,22.349672657800998,87.23023240401056,5
Kharagpur,22.311907284982983,87.33494062773279,1
Kharagpur,22.306207675897735,87.302109469134,3
Kharagpur,22.26184499077274,87.23910021812345,3
Kharagpur,22.26124616371334,87.23984969476635,2
Kharagpur,22.399659840171378,87.31298474688462,1
Kharagpur,22.253786381727625,87.33061797300364,4
Kharagpur,22.27391521408517,87.25380562552743,4
Kharagpur,22.334457283676976,87.34302127287239,2
Kharagpur,22.30885140523194,87.2517008009923,2
Kharagpur,22.286903857597288,87.33453659116152,2
Kharagpur,22.335777334328274,87.26454415107953,5
Kharagpur,22.27813136293786,87.22445260140869,5
Kharagpur,22.384584081053614,87.24318958815336,1
Kharagpur,22.2540410412195,87.2070801743838,4
Kharagpur,22.35093265170591,87.23820645290289,1
Kharagpur,22.359090079359916,87.2335143734554,3
Kharagpur,22.30841877758575,87.3454412886731,1
Kharagpur,22.312031986634018,87.23653349727459,1
Kharagpur,22.325678263115183,87.33006970147464,1
Kharagpur,22.266372933761993,87.34473767686444,5
Kharagpur,22.26623989422539,87.28480809422517,3
Kharagpur,22.326733802865437,87.22226441139546,1
Kharagpur,22.264668624948406,87.34868309066738,1
Kharagpur,22.2865318253124,87.30777307244416,3
Kharagpur,22.348407746412576,87.3318084862575,1
Kharagpur,22.288103248317597,87.31521505594976,2
Kharagpur,22.306421067546502,87.30137774978928,2
Kharagpur,22.33589836452427,87.24765105834581,3
Kharagpur,22.263663200284707,87.25248337456348,4
Kharagpur,22.363909195712306,87.3460459737359,1
Kharagpur,22.280646936026397,87.23244660118968,4
Kharagpur,22.321205735465153,87.21389969712052,3
Kharagpur,22.28303190782312,87.22818325329517,5
Kharagpur,22.273104863015092,87.26431618819001,5
Kharagpur,22.357588024880076,87.25407043168487,2
Kharagpur,22.26943268989906,87.20813302433173,2
Kharagpur,22.306548019238825,87.26378949244612,2
Kharagpur,22.31383849143416,87.31249385216596,1
Kharagpur,22.365500663758525,87.27005979220486,5
Kharagpur,22.355812140874804,87.23652586638651,5
Kharagpur,22.275816281466067,87.31896359622024,5
Kharagpur,22.35901877567408,87.2219557754358,1
Kharagpur,22.30339440175709,87.3252793069879,4
Kharagpur,22.378945605613612,87.2934800898744,4
Kharagpur,22.363046809461874,87.3317663948878,4
Kharagpur,22.39601190120187,87.33121127178649,3
Kharagpur,22.259127281778174,87.337052532602,4
Kharagpur,22.290109851844072,87.28693811568834,3
Kharagpur,22.380767405543338,87.3086322926447,4
Kharagpur,22.270459736087737,87.32470323601066,4
Kharagpur,22.2612490342731,87.34491126613086,2
Kharagpur,22.3296855804733,87.2888317360516,1
Kharagpur,22.31730109352282,87.33471120540271,2
Kharagpur,22.34763844661478,87.23157535259078,1
Kharagpur,22.252069636204645,87.30437470350626,1
Kharagpur,22.286984078098214,87.26746169981476,2
Kharagpur,22.355873183631893,87.27002597922248,3
Kharagpur,22.272858652298588,87.33334886560884,1
Kharagpur,22.39030021977868,87.31014228991148,3
Kharagpur,22.31612826279094,87.29934533715821,3
Kharagpur,22.32756562708402,87.24870694439741,4
Kharagpur,22.26403285504889,87.31054594236006,4
Kharagpur,22.346835583154988,87.29373949150168,1
Kharagpur,22.383315716228232,87.28857535146825,1
Kharagpur,22.300174900502988,87.34743713221228,5
Kharagpur,22.334160128381885,87.20779767919035,1
Kharagpur,22.261226051884837,87.21372254222462,1
Kharagpur,22.322301473554756,87.30674449014661,1
Kharagpur,22.277325000179637,87.23210886092835,4
Kharagpur,22.29981601708258,87.27009414783522,4
Kharagpur,22.30973767372383,87.23947078863841,4
Kharagpur,22.354785382787302,87.30031599110634,1
Kharagpur,22.39038939941584,87.27043014892273,1
Kharagpur,22.37535327415751,87.3034442181138,5
Kharagpur,22.298628272877018,87.23997427008702,3
Kharagpur,22.30161310298512,87.27322316385447,4
Kharagpur,22.380942881118656,87.29515399310625,5
Kharagpur,22.365707311258504,87.32513269274793,1
Kharagpur,22.313433083543217,87.32728452350568,3
Kharagpur,22.280937651380977,87.25007396182379,4
Kharagpur,22.310212232108178,87.30729402426768,4
Kharagpur,22.26869135400423,87.29756576544705,3
Kharagpur,22.39745838798481,87.23541365684814,2
Kharagpur,22.371440220999837,87.31508208490183,5
Kharagpur,22.26866512627205,87.321872406353,3
Kharagpur,22.258830560931322,87.24670202793871,3
Kharagpur,22.345387886435418,87.23242185631543,4
Kharagpur,22.30562374112915,87.33499233300385,5
Kharagpur,22.342120030375344,87.34889641944312,4
Kharagpur,22.303988041329273,87.26414343366635,4
Kharagpur,22.394452890550582,87.34486653010947,2
Kharagpur,22.379145476552914,87.2397839341243,5
Kharagpur,22.310969245856505,87.21764721244075,1
Kharagpur,22.366913985358096,87.28805584462201,2
Kharagpur,22.374341573529403,87.20249650484214,2
Kharagpur,22.29323861330108,87.27420502394102,2
Kharagpur,22.302164808924164,87.21348197078889,3
Kharagpur,22.291308441797995,87.26879969282194,2
Kharagpur,22.321762027757696,87.28456471748544,2
Kharagpur,22.26614939113505,87.22989310215,5
Kharagpur,22.314157601326883,87.2117463934036,3
Kharagpur,22.30895831287275,87.26812677189811,2
Kharagpur,22.371215754614035,87.28281922564464,2
Kharagpur,22.39975681167211,87.20200797054056,2
Kharagpur,22.372083239170774,87.25677532850418,2
Kharagpur,22.305050031789914,87.3156737135292,5
Kharagpur,22.260604680214993,87.2468772596896,1
Kharagpur,22.284293566234304,87.30227589769795,5
Kharagpur,22.339386627915058,87.23339993176852,2
Kharagpur,22.379547463280087,87.25342431325095,2
Kharagpur,22.253688896249457,87.22829285411889,3
Kharagpur,22.280585848458003,87.3244311252269,2
Kharagpur,22.37530131322487,87.2601268361616,3
Kharagpur,22.377924079033676,87.2502862655801,2
Kharagpur,22.288726672818033,87.31501974842465,3
Kharagpur,22.260634546053055,87.31103056689992,3
Kharagpur,22.256836236315657,87.25615190290347,1
Kharagpur,22.395066083915545,87.26536107608705,4
Kharagpur,22.25942658695353,87.26729239387281,3
Kharagpur,22.286431244129243,87.26793434209436,3
Kharagpur,22.351009429151528,87.2644834667812,4
Kharagpur,22.338074677335968,87.29701865546966,2
Kharagpur,22.355736876792474,87.24130479835696,2
Kharagpur,22.390366981298953,87.31899013188145,5
Kharagpur,22.26251441551512,87.3460618136278,3
Kharagpur,22.30799091444877,87.2824949630139,1
Kharagpur,22.284319700373214,87.29910714921344,3
Kharagpur,22.37173549532073,87.2243766233208,3
Kharagpur,22.258411594329047,87.23246470251271,3
Kharagpur,22.263834243698973,87.2969116800821,5
Kharagpur,22.320674927990925,87.33570506947507,1
Kharagpur,22.315684812103548,87.27085061603847,1
Kharagpur,22.35723482192855,87.28629196719416,2
Kharagpur,22.36827823813994,87.32760581200839,3
Kharagpur,22.32804248959757,87.26435128799628,4
Kharagpur,22.301629210383418,87.34673032495537,4
Kharagpur,22.336210953815392,87.3022687564117,3
Kharagpur,22.2695411442754,87.31640082005336,5
Kharagpur,22.39781684234933,87.32314503913925,3
Kharagpur,22.26484773799839,87.33238622951313,3
Kharagpur,22.321369708810792,87.2608082426139,1
Kharagpur,22.318054955511133,87.34742524793899,4
Kharagpur,22.317187135473624,87.28220903216584,4
Kharagpur,22.384000380117957,87.22061348467106,3
Kharagpur,22.293905579588994,87.28566619992412,2
Kharagpur,22.2619838710197,87.28648860892402,4
Kharagpur,22.354742184399367,87.26773725727647,4
Kharagpur,22.34206663112615,87.2608520954398,2
Kharagpur,22.297064974392413,87.28586894185493,4
Kharagpur,22.308169730619962,87.28013802583287,5
Kharagpur,22.28571144757995,87.21302708001807,3
Kharagpur,22.26578763992332,87.34836925994206,1
Kharagpur,22.38772887288349,87.21429354144325,1
Kharagpur,22.31884010065421,87.28294849282986,4
Kharagpur,22.268780640277125,87.31921831805685,5
Kharagpur,22.333733178932217,87.28926925659358,4
Kharagpur,22.35182264323046,87.21874420629968,5
Kharagpur,22.312680613877767,87.31990406525215,4
Kharagpur,22.258761752488297,87.23264749623387,5
Kharagpur,22.358730357088557,87.21114371898292,4
Kharagpur,22.25474162057127,87.28863236769814,5
Kharagpur,22.28505406393251,87.20649096583409,1
Kharagpur,22.352535464447083,87.30742193467842,4
Kharagpur,22.259949134177656,87.3257292149679,5
Kharagpur,22.3935825099122,87.23513409446163,1
Kharagpur,22.37536467690102,87.26195407663792,4
Kharagpur,22.316349895098618,87.27407645228355,1
Kharagpur,22.31849269858189,87.22472109124817,3
Kharagpur,22.39804907648398,87.28339638866174,5
Kharagpur,22.28170124732312,87.34756140823275,3
Kharagpur,22.268507215971237,87.24292700640574,2
Kharagpur,22.312017770482974,87.3097628865277,2
Kharagpur,22.28622325703386,87.25807721505771,1
Kharagpur,22.267756286501427,87.26140877574453,2
Kharagpur,22.291228548184943,87.32229195576804,1
Kharagpur,22.334585149050795,87.26075353583381,2
Kharagpur,22.288434336332653,87.22905184695547,2
Kharagpur,22.29065636494555,87.23531436351534,1
Kharagpur,22.353548044378964,87.32473465670293,2
Kharagpur,22.265800828588716,87.28712748968118,3
