City,Latitude,Longitude
Kharagpur,22.272356269606398,87.25136597183918
Kharagpur,22.287928227956293,87.23569223995285
Kharagpur,22.2737535770395,87.23117509137228
Kharagpur,22.28667141164249,87.31169475987325
Kharagpur,22.26591053054969,87.3307005823443
Kharagpur,22.30535774719612,87.32589663869555
Kharagpur,22.301555584209623,87.23575424961506
Kharagpur,22.331770783385625,87.27088917890444
Kharagpur,22.35558835777138,87.24956967689738
Kharagpur,22.267145969036772,87.29786003016393
Kharagpur,22.384911781623348,87.20654505519275
Kharagpur,22.365477345914666,87.28283147553744
Kharagpur,22.275947842035368,87.25289321709602
Kharagpur,22.256117416139126,87.31845894588731
Kharagpur,22.34006882904499,87.34651533654618
Kharagpur,22.31003408117744,87.20822385921024
Kharagpur,22.29415336076295,87.30079850654344
Kharagpur,22.291863328431123,87.32324539228408
Kharagpur,22.379417001417675,87.23544436219656
Kharagpur,22.398987436002923,87.22897375131242
Kharagpur,22.303648352851287,87.24060404693326
Kharagpur,22.291116416949134,87.31922786383485
Kharagpur,22.38323643716588,87.33084925512442
Kharagpur,22.283501585006274,87.23282964908196
Kharagpur,22.334407022976766,87.31734768009143
Kharagpur,22.395380264024553,87.27675758486464
Kharagpur,22.39871570046448,87.3024834552696
Kharagpur,22.36090880436025,87.21812634506915
Kharagpur,22.266773846623167,87.22662607495116
Kharagpur,22.265786353552887,87.26179981138802
Kharagpur,22.344703816659123,87.30067924784163
Kharagpur,22.344041985740454,87.27457179892602
Kharagpur,22.37370845392242,87.26531860736023
Kharagpur,22.288404490145677,87.26558299678794
Kharagpur,22.373088420756858,87.21265787344515
Kharagpur,22.29231383270723,87.300886500669
Kharagpur,22.251627884464277,87.21957701059776
Kharagpur,22.26286245619235,87.31771852041854
Kharagpur,22.261037965255515,87.30311757917212
Kharagpur,22.288970127337755,87.3465945400202
Kharagpur,22.351865443305943,87.24765506202445
Kharagpur,22.276011802649485,87.30138059224377
Kharagpur,22.279253896603326,87.23988861179174
Kharagpur,22.348041554339115,87.24050564106385
Kharagpur,22.38446108772948,87.23733121370334
Kharagpur,22.312015619491795,87.3281922629215
Kharagpur,22.358678582806938,87.22520935322648
Kharagpur,22.26222895771774,87.20893068951317
Kharagpur,22.289563572164003,87.20537100194373
Kharagpur,22.26794257038644,87.28756998065204
Kharagpur,22.35837170166967,87.25151645806507
Kharagpur,22.26441972008692,87.34615627447367
Kharagpur,22.281688199336184,87.22453550343387
Kharagpur,22.395327891230608,87.25827225046932
Kharagpur,22.334344597294898,87.28728328044801
Kharagpur,22.27583728495559,87.29254256884066
Kharagpur,22.310753224166714,87.34402232206448
Kharagpur,22.39632472484277,87.25070864677558
Kharagpur,22.27221936436996,87.33832400362138
Kharagpur,22.317509614369378,87.26602722229993
Kharagpur,22.333495050918714,87.2785267607857
Kharagpur,22.35361845951159,87.2999072474918
Kharagpur,22.28776146313458,87.2400719567502
Kharagpur,22.334433605616994,87.27277625221107
Kharagpur,22.368365906195358,87.26214823870656
Kharagpur,22.353045565415538,87.24874190551326
Kharagpur,22.273938196933692,87.32139740755062
Kharagpur,22.28108933205384,87.23066581075595
Kharagpur,22.274125197249827,87.25309163303098
Kharagpur,22.324234737622504,87.23683068333979
Kharagpur,22.271984081131052,87.22419139337177
Kharagpur,22.37673188052966,87.24536789783511
Kharagpur,22.398589422740248,87.23360779394062
Kharagpur,22.30200908508244,87.2680650681359
Kharagpur,22.39912877769375,87.32236776692511
Kharagpur,22.262550149987806,87.25173755737127
Kharagpur,22.277758847356804,87.29505222407111
Kharagpur,22.25331586285521,87.24857074357769
Kharagpur,22.32516407387239,87.2699845668909
Kharagpur,22.39128083280758,87.24461214296478
Kharagpur,22.264576415650776,87.25267788343105
Kharagpur,22.358061189796913,87.32314226990663
Kharagpur,22.284751720446337,87.22365179864151
Kharagpur,22.268418570143197,87.22991454187148
Kharagpur,22.37422881483853,87.22112691900851
Kharagpur,22.304422414319887,87.27374428636193
Kharagpur,22.26986440865277,87.22974647877571
Kharagpur,22.29927817099629,87.33786317387901
Kharagpur,22.29023288862623,87.2306902948322
Kharagpur,22.358389955987125,87.20221743697897
Kharagpur,22.29812452649839,87.28144144379101
Kharagpur,22.25274352046664,87.2064803785813
Kharagpur,22.31503738718135,87.28287045005494
Kharagpur,22.326686651069974,87.29460132146946
Kharagpur,22.360742518283494,87.2103462723182
Kharagpur,22.36885166921639,87.24450575484529
Kharagpur,22.32237432287519,87.2720089450483
Kharagpur,22.256266127722792,87.316637492022
Kharagpur,22.39370035303043,87.23985249638824
Kharagpur,22.3555776866236,87.30170210629068
Kharagpur,22.362294016587533,87.22628831962015
Kharagpur,22.344515841191782,87.2470118798886
Kharagpur,22.383443233944163,87.32381116857105
Kharagpur,22.341126340860672,87.28669595952901
Kharagpur,22.390200236049683,87.26769432482148
Kharagpur,22.371044395533712,87.22240478168669
Kharagpur,22.267311579580056,87.21292003896014
Kharagpur,22.31529400769721,87.31100118625321
Kharagpur,22.396454574783732,87.25614103400507
Kharagpur,22.257014159994252,87.25168069094296
Kharagpur,22.256194678208104,87.26671662759412
Kharagpur,22.346035080411305,87.31233050054465
Kharagpur,22.29049266210662,87.33217241393469
Kharagpur,22.390980507646297,87.29517477762744
Kharagpur,22.3263838526936,87.31712641277086
Kharagpur,22.324581910960404,87.21315820565579
Kharagpur,22.326255887056202,87.32140312156204
Kharagpur,22.387890900354638,87.26643732989226
Kharagpur,22.324461691817056,87.24874573886922
Kharagpur,22.254175603066702,87.24340189823575
Kharagpur,22.316890896653675,87.22353261453864
Kharagpur,22.366608612345967,87.3371216744961
Kharagpur,22.362468218592607,87.34562747662318
Kharagpur,22.317299551238815,87.3376327944182
Kharagpur,22.259081249746544,87.33132028445219
Kharagpur,22.272569031106432,87.34763622371044
Kharagpur,22.288095749188102,87.33065463094732
Kharagpur,22.36401851821904,87.34723277331395
Kharagpur,22.307602592020572,87.29967867939416
Kharagpur,22.286901188331658,87.25926873512347
Kharagpur,22.376228602189915,87.23657054799291
Kharagpur,22.259836936991427,87.30899444238938
Kharagpur,22.37204115450164,87.33269647007661
Kharagpur,22.2554786312691,87.24378506933765
Kharagpur,22.26531791604311,87.20643264945872
Kharagpur,22.296371664947372,87.29260639599987
Kharagpur,22.250061959706965,87.2229510632577
Kharagpur,22.258646345033767,87.34950091880042
Kharagpur,22.352948037023435,87.2410482660804
Kharagpur,22.2839418054778,87.33858193892955
Kharagpur,22.26860373130633,87.32953546770182
Kharagpur,22.391578517507973,87.29788510197936
Kharagpur,22.39981621624734,87.28348151489003
Kharagpur,22.39595271227501,87.24096432641754
Kharagpur,22.371805815500267,87.2889834347945
Kharagpur,22.33139433968713,87.28053397928225
Kharagpur,22.382619747387047,87.34779896548363
Kharagpur,22.304420447851726,87.281926108163
Kharagpur,22.365755246355924,87.30397807359165
Kharagpur,22.365661211252636,87.25492262376987
Kharagpur,22.3353926521027,87.33733588611612
Kharagpur,22.353524660191734,87.26612005545667
Kharagpur,22.293968465538896,87.27212988558428
Kharagpur,22.269164491862217,87.21756245742057
Kharagpur,22.390742943693475,87.34413309196113
